"","State","Date","Total_cc","Male_cc","Female_cc","Male_per_cc","Female_per_cc","Male_cr_cc","Female_cr_cc","Total_D","Male_d","Female_d","Male_per_d","Female_per_d","Male_cr_d","Female_cr_d","Source","2018 Pop","2019 Pop","Medicaid Expand","2018 Uninsured","2019 Uninsured","Difference","Median Income","Percent Pov","case_ratio","death_ratio"
"360","Nevada",2020-06-01,8593,4046,4317,47.08,50.24,275.77,296.56,"421",238,173,56.53,41.09,16.22,11.88,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.937224924716238,1.3757225433526
"361","New Hampshire",2020-06-01,4651,2017,2626,43.37,56.46,303.32,386.95,"245",135,109,55.1,44.49,20.3,16.06,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.768088347296268,1.23853211009174
"362","New Jersey",2020-06-01,160445,NA,NA,NA,NA,0,0,"11698",NA,NA,NA,NA,0,0,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",NA,NA
"363","New Mexico",2020-06-01,7689,3629,3922,47.2,51.01,350.34,371.2,"356",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",0.925293217746048,NA
"364","New York",2020-06-01,370770,189093,179453,51,48.4,1986.36,1776.95,"23905",13823,10073,57.82,42.14,145.21,99.74,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.05371880102311,1.37228233892584
"365","North Carolina",2020-06-01,28589,13800,14383,48.27,50.31,279.08,276.02,"886",468,417,52.82,47.07,9.46,8,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.959466036292846,1.12230215827338
"366","North Dakota",2020-06-01,2577,1216,1361,47.19,52.81,314.88,371.84,"61",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.893460690668626,NA
"367","Ohio",2020-06-01,33073,17198,15544,52,47,301.51,261.78,"2155",1128,1026,52.34,47.61,19.78,17.28,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",1.10640761708698,1.09941520467836
"368","Oklahoma",2020-06-01,6506,2894,3274,44.48,50.32,149.05,165.64,"334",173,161,51.8,48.2,8.91,8.15,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.883934025656689,1.07453416149068
"369","Oregon",2020-06-01,4243,1863,2058,48,52,92.09,99.96,"153",88,65,57.52,42.48,4.35,3.16,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.905247813411079,1.35384615384615
"370","Pennsylvania",2020-06-01,71926,31785,39432,44.19,54.82,507.49,604.04,"5555",2625,2839,47.25,51.11,41.91,43.49,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.806071211199026,0.924621345544206
"371","Puerto Rico",2020-06-01,1289,655,634,50.81,49.19,40.61,35.74,"136",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,1.03312302839117,NA
"372","Rhode Island",2020-06-01,14928,6568,8360,44,56,1279.55,1538.75,"718",337,381,47,53,65.74,70.05,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.785645933014354,0.884514435695538
"373","South Carolina",2020-06-01,11131,4675,6155,42,55.3,194.33,241.37,"483",251,227,52,47,10.44,8.9,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.759545085296507,1.1057268722467
"374","South Dakota",2020-06-01,4993,2645,2348,52.97,47.03,606.98,547.92,"62",27,35,43.55,56.45,6.2,8.17,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.12649063032368,0.771428571428571
"375","Tennessee",2020-06-01,23006,12507,9717,54.36,42.24,385.58,285.17,"364",198,166,54.4,45.6,6.1,4.87,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",1.28712565606669,1.19277108433735
"376","Texas",2020-06-01,64287,34136,28929,53.1,45,246.48,206.12,"1672",918,650,54.9,38.9,6.63,4.63,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.17999239517439,1.41230769230769
"377","US Virgin Island",2020-06-01,69,26,43,37.68,62.32,NA,NA,"6",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,0.604651162790698,NA
"378","Utah",2020-06-01,9797,5139,4646,52.45,47.42,335.28,307.16,"113",57,56,50.4,49.6,3.72,3.71,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.10611278519156,1.01785714285714
"379","Vermont",2020-06-01,981,462,516,47.09,52.6,150.01,162.77,"55",31,24,56.36,43.64,10.07,7.57,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.895348837209302,1.29166666666667
"380","Virginia",2020-06-01,44607,21904,22287,49.1,49.96,529.26,521.31,"1375",688,671,50.04,48.8,16.62,15.7,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.982815094000987,1.02533532041729
"381","Virginia",2020-06-01,44607,21904,22287,49.1,49.96,529.26,521.31,"1375",688,671,50.04,48.8,16.62,15.7,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.982815094000987,1.02533532041729
"382","Washington",2020-06-01,21702,10018,11105,46.16,51.17,274.78,304.36,"1118",605,504,54.11,45.08,16.59,13.81,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.90211616389014,1.20039682539683
"383","West Virginia",2020-06-01,2010,942,1052,46.87,52.34,104.18,113.75,"75",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.895437262357414,NA
"384","Wisconsin",2020-06-01,18403,9019,9327,49.01,50.68,313.99,320.95,"592",327,265,55.24,44.76,11.38,9.12,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.966977591937386,1.23396226415094
"385","Wyoming",2020-06-01,693,337,353,48.6,50.9,113.41,123.83,"16",NA,NA,NA,NA,0,0,"https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/novel-coronavirus/covid-19-map-and-statistics/","577,601","578,759","N","10.5","12.3","*1.8","62,539","11.2",0.954674220963173,NA
"386","Alabama",2020-06-08,20166,8415,11620,41.73,57.62,357.22,463.14,"688",369,319,53.6,46.4,15.65,12.72,"https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7",NA,NA,NA,NA,NA,NA,NA,NA,0.724182444061962,1.15673981191223
"387","Alaska",2020-06-08,544,271,273,49.8,50.2,70.26,77.38,"10",5,5,50,50,1.3,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","4,887,681","4,903,185","+Y","12.6","12.2","-0.4","68,734","12.6",0.992673992673993,1
"388","Alaska",2020-06-08,544,271,273,49.8,50.2,70.26,77.38,"10",5,5,50,50,1.3,1.42,"https://coronavirus-response-alaska-dhss.hub.arcgis.com/","735,139","731,545","+Y","12.6","12.2","-0.4","68,734","12.6",0.992673992673993,1
"389","Arizona",2020-06-08,26889,12610,14234,46.9,52.94,365.14,407.47,"1044",564,479,54.02,45.88,16.33,13.71,"https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home","7,158,024","7,278,717","Y","10.6","11.3","*0.7","62,283","13.2",0.885906983279472,1.17745302713987
"390","Arkansas",2020-06-08,9426,5251,4148,55.71,44.01,357.6,272.49,"154",NA,NA,NA,NA,0,0,"https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus","3,009,733","3,017,804","Y","8.2","9.1","*0.9","49,781","15.4",1.26591128254581,NA
"391","California",2020-06-08,128812,65050,63118,50.5,49,334.38,320.48,"4626",2586,2035,55.9,44,13.29,10.33,"https://update.covid19.ca.gov/","39,461,588","39,512,223","Y","7.2","7.7","*0.5","70,489","12.0",1.03060933489654,1.27076167076167
"392","Colorado",2020-06-08,28001,13404,14104,47.87,50.37,482.02,512.82,"1274",700,569,54.94,44.66,25.17,20.69,"https://covid19.colorado.gov/case-data","5,691,287","5,758,736","Y","7.5","8.0","*0.5","73,034","9.0",0.950368689733409,1.23022847100176
"393","Connecticut",2020-06-08,43968,19698,24031,44.8,54.66,1127.45,1310.04,"4071",1953,2113,47.97,51.9,111.78,115.19,"https://portal.ct.gov/Coronavirus","3,571,520","3,565,287","Y","5.3","5.9","*0.6","72,812","10.4",0.819691232158462,0.924278277330809
"394","Delaware",2020-06-08,9942,4445,5479,44.71,55.11,967.21,1118.33,"398",187,211,46.98,53.02,40.69,43.07,"https://myhealthycommunity.dhss.delaware.gov/locations/state","965,479","973,764","Y","5.7","6.6","0.9","65,012","8.1",0.811279430553021,0.886255924170616
"395","District of Columbia",2020-06-08,9332,4650,4660,49.83,49.94,1431.29,1295.82,"489",NA,NA,NA,NA,0,0,"https://coronavirus.dc.gov/release/coronavirus-data-april-30-2020","701,547","705,749","Y","3.2","3.5","0.4",NA,"14.3",0.997854077253219,NA
"396","Florida",2020-06-08,63938,30670,31701,47.97,49.58,304.51,301.16,"2700",NA,NA,NA,NA,0,0,"https://experience.arcgis.com/experience/96dd742462124fa0b38ddedb9b25e429/","21,244,317","21,477,737","N","13.0","13.2","0.2","54,644","13.5",0.967477366644585,NA
"397","Georgia",2020-06-08,51898,23250,27402,44.8,52.8,463.87,518.46,"2180",NA,NA,NA,NA,0,0,"https://dph.georgia.gov/covid-19-daily-status-report","10,511,131","10,617,423","N","13.7","13.4","-0.2","55,821","14.0",0.848478213269104,NA
"398","Hawaii",2020-06-08,675,NA,NA,NA,NA,0,0,"17",NA,NA,NA,NA,0,0,"https://health.hawaii.gov/coronavirusdisease2019/what-you-should-know/current-situation-in-hawaii/","1,420,593","1,415,872","Y","4.1","4.2","0.1","80,108","9.9",NA,NA
"399","Idaho",2020-06-08,3139,1421,1707,45.27,54.38,168.05,202.67,"83",40,43,48.19,51.81,4.73,5.11,"https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard_V2/Story1","1,750,536","1,787,065","N","11.1","10.8","-0.3","58,728","11.5",0.832454598711189,0.930232558139535
"400","Illinois",2020-06-08,127757,60541,64738,47.39,50.67,961.59,992.06,"5904",3247,2651,55,44.9,51.57,40.62,"http://www.dph.illinois.gov/covid19/covid19-statistics","12,723,071","12,671,821","Y","7.0","7.4","*0.4","70,145","10.9",0.9351694522537,1.2248208223312
"401","Indiana",2020-06-08,37397,17315,19259,46.3,51.5,529.33,572.12,"2121",1054,1016,49.7,47.9,32.23,30.18,"https://coronavirus.in.gov/","6,695,497","6,732,219","+Y","8.3","8.7","*0.5","59,892","11.6",0.899060179656265,1.03740157480315
"402","Iowa",2020-06-08,21794,11115,10243,51,47,715.03,649.12,"606",315,291,52,48,20.27,18.43,"https://idph.iowa.gov/Emerging-Health-Issues/Novel-Coronavirus","3,148,618","3,155,070","Y","4.7","5.0","0.3","68,718","8.2",1.08513130918676,1.08247422680412
"403","Kansas",2020-06-08,10393,5714,4503,54.98,43.33,394.23,308.56,"232",119,113,51.29,48.71,8.21,7.74,"https://www.coronavirus.kdheks.gov/","2,911,359","2,913,314","N","8.8","9.2","0.4","63,938","10.9",1.26893182322896,1.05309734513274
"404","Kentucky",2020-06-08,11287,5390,5779,47.75,51.2,246.47,256.44,"470",194,237,45.11,54.8,8.87,10.52,"https://govstatus.egov.com/kycovid19","4,461,153","4,467,673","Y","5.6","6.4","*0.8","54,555","14.6",0.932687316144662,0.818565400843882
"405","Louisiana",2020-06-08,42816,17555,23121,41,54,769.95,969.97,"2825",1526,1300,54,46,66.91,54.52,"http://ldh.la.gov/coronavirus/","4,659,690","4,648,794","#Y","8.0","8.9","*0.9","49,973","19.8",0.759266467713334,1.17384615384615
"406","Maine",2020-06-08,2295,1251,1318,54.51,57.43,191.78,193.68,"99",NA,NA,NA,NA,0,0,"https://www.maine.gov/dhhs/mecdc/infectious-disease/epi/airborne/coronavirus.shtml","1,339,057","1,344,212","N","8.0","8.0","Z","58,663","12.0",0.949165402124431,NA
"407","Maryland",2020-06-08,57973,27758,30215,47.88,52.12,953.78,976.85,"2625",1337,1288,50.93,49.07,45.94,41.64,"https://coronavirus.maryland.gov/","6,035,802","6,045,680","Y","6.0","6.0","Z","86,223","7.8",0.918682773456892,1.03804347826087
"408","Massachusetts",2020-06-08,103436,45564,56392,44.05,54.52,1374.9,1603.77,"7316",3462,3853,47.32,52.67,104.47,109.58,"https://www.mass.gov/info-details/covid-19-cases-quarantine-and-monitoring","6,882,635","6,892,503","Y","2.8","3.0","*0.2","86,345","10.0",0.807986948503334,0.898520633272774
"409","Michigan",2020-06-08,58870,27909,30786,47.41,52.29,569.67,608.62,"5656",2969,2686,52.49,47.49,60.6,53.1,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html","9,984,072","9,986,857","^Y","5.4","5.8","*0.4","60,449","11.0",0.906548431105048,1.10536113179449
"410","Minnesota",2020-06-08,27886,13445,13890,48.21,49.81,488.6,500.43,"1186",NA,NA,NA,NA,0,0,"https://www.health.state.mn.us/diseases/coronavirus/situation.html#raceeth1","5,606,249","5,639,632","Y","4.4","4.9","*0.5","71,817","8.2",0.96796256299496,NA
"411","Mississippi",2020-06-08,17270,7029,10137,40.7,58.7,484.62,658.97,"817",NA,NA,NA,NA,0,0,"https://msdh.ms.gov/msdhsite/_static/14,0,420.html#caseTable","2,981,020","2,976,149","N","12.1","13.0","*0.8","42,781","19.0",0.693400414323764,NA
"412","Missouri",2020-06-08,14553,6567,7882,45.12,54.16,219.72,254.15,"809",412,396,50.93,48.95,13.78,12.77,"https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/results.php","6,121,623","6,137,428","N","9.4","10.0","*0.6","61,726","11.9",0.833164171530068,1.04040404040404
"413","Montana",2020-06-08,545,268,277,49.17,50.83,51.12,53.53,"18",NA,NA,NA,NA,0,0,"https://dphhs.mt.gov/publichealth/cdepi/diseases/coronavirusmt/demographics","1,060,665","1,068,778","+Y","8.2","8.3","0.1","57,679","10.3",0.967509025270758,NA
"414","Nebraska",2020-06-08,15634,7457,7426,47.7,47.5,785.07,777.73,"188",93,76,54.8,45.2,9.79,7.96,"http://dhhs.ne.gov/Pages/Coronavirus.aspx","1,925,614","1,934,408","N","8.3","8.3","Z","67,575","11.0",1.00417452194991,1.22368421052632
"415","Nevada",2020-06-08,9649,4573,4890,47.39,50.68,311.69,335.92,"438",255,175,58.22,39.95,17.38,12.02,"https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9","3,027,341","3,080,156","Y","11.2","11.4","0.2","61,864","13.1",0.935173824130879,1.45714285714286
"416","New Hampshire",2020-06-08,5043,2168,2868,42.99,56.87,326.02,422.61,"286",154,131,53.85,45.8,23.16,19.3,"https://www.nh.gov/covid19/","1,353,465","1,359,711","^Y","5.7","6.3","0.5","81,346","6.6",0.755927475592748,1.17557251908397
"417","New Jersey",2020-06-08,164164,NA,NA,NA,NA,0,0,"12176",NA,NA,NA,NA,0,0,"https://maps.arcgis.com/apps/MapSeries/index.html?appid=c2efd1898e48452e83d7218329e953d7","8,886,025","8,882,190","Y","7.4","7.9","*0.4","74,176","9.1",NA,NA
"418","New Mexico",2020-06-08,8940,4407,4399,49.3,49.21,425.45,416.34,"396",NA,NA,NA,NA,0,0,"https://cv.nmhealth.org/","2,092,741","2,096,829","Y","9.5","10.0","0.4","48,283","18.2",1.00181859513526,NA
"419","New York",2020-06-08,378097,192451,183377,50.9,48.5,2021.64,1815.81,"24259",14001,10249,57.71,42.25,147.08,101.49,"https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n","19,530,351","19,453,561","Y","5.4","5.2","-0.2","67,274","11.9",1.0494827595609,1.36608449604839
"420","North Carolina",2020-06-08,35546,17307,17760,48.69,49.96,350.01,340.83,"996",524,468,52.61,46.99,10.6,8.98,"https://www.ncdhhs.gov/divisions/public-health/covid19/covid-19-nc-case-count#by-race-ethnicity","10,381,615","10,488,084","N","10.7","11.3","*0.5","53,369","14.1",0.974493243243243,1.11965811965812
"421","North Dakota",2020-06-08,2861,1336,1525,46.7,53.3,345.95,416.65,"72",NA,NA,NA,NA,0,0,"https://www.health.nd.gov/diseases-conditions/coronavirus/north-dakota-coronavirus-cases","758,080","762,062","Y","7.3","6.9","-0.4","66,505","11.1",0.876065573770492,NA
"422","Ohio",2020-06-08,35731,18580,16794,52,47,325.74,282.82,"2377",1243,1133,52.29,47.67,21.79,19.08,"https://coronavirus.ohio.gov/wps/portal/gov/covid-19/home","11,676,341","11,689,100","Y","6.5","6.6","0.1","61,633","12.4",1.10634750506133,1.09708737864078
"423","Oklahoma",2020-06-08,7150,3347,3795,46.81,53.08,172.38,192.01,"348",177,171,50.86,49.14,9.12,8.65,"https://coronavirus.health.ok.gov/","3,940,235","3,956,971","N","14.2","14.3","0.1","54,434","13.1",0.881949934123847,1.03508771929825
"424","Oregon",2020-06-08,4570,2201,2364,48.16,51.73,108.8,114.82,"161",92,69,57.14,42.86,4.55,3.35,"https://govstatus.egov.com/OR-OHA-COVID-19","4,181,886","4,217,737","Y","7.1","7.2","0.1","69,165","10.6",0.931049069373942,1.33333333333333
"425","Pennsylvania",2020-06-08,75592,33376,41492,44.15,54.89,532.89,635.6,"5943",2839,3047,47.77,51.27,45.33,46.68,"https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx","12,800,922","12,801,989","^Y","5.5","5.8","*0.2","64,524","11.4",0.804396028150005,0.931736133902199
"426","Puerto Rico",2020-06-08,1358,692,666,50.96,49.04,42.91,37.54,"142",NA,NA,NA,NA,0,0,"https://estadisticas.pr/en/covid-19",NA,NA,NA,NA,NA,NA,NA,NA,1.03903903903904,NA
"427","Rhode Island",2020-06-08,15441,6794,8647,44,56,1323.52,1591.62,"772",363,409,47,53,70.68,75.31,"https://ri-department-of-health-covid-19-data-rihealth.hub.arcgis.com/","1,058,287","1,059,361","Y","4.1","4.1","Z","62,266","10.1",0.785706025211056,0.887530562347188
"428","South Carolina",2020-06-08,14286,6086,7772,42.6,54.4,252.97,304.74,"546",278,262,51,48,11.57,10.28,"https://scdhec.gov/infectious-diseases/viruses/coronavirus-disease-2019-covid-19/testing-sc-data-covid-19","5,084,156","5,148,714","N","10.5","10.8","0.4","57,444","14.0",0.783067421513124,1.06106870229008
"429","South Dakota",2020-06-08,5438,2861,2577,52.61,47.39,656.55,601.36,"65",29,36,44.62,55.38,6.66,8.4,"https://doh.sd.gov/news/coronavirus.aspx","878,698","884,659","N","9.8","10.2","0.4","59,463","10.7",1.11020566550252,0.805555555555556
"430","Tennessee",2020-06-08,26381,14268,11155,54.08,42.28,439.87,327.37,"418",223,195,53.35,46.65,6.87,5.72,"https://www.tn.gov/health/cedep/ncov.html","6,771,631","6,829,174","N","10.1","10.1","Z","56,060","11.7",1.27906768265352,1.14358974358974
"431","Texas",2020-06-08,74978,40038,33515,53.4,44.7,289.09,238.79,"1830",1003,750,54.8,41,7.24,5.35,"https://txdshs.maps.arcgis.com/apps/opsdashboard/index.html#/ed483ecd702b4298ab01e8b9cafc8b83","28,628,666","28,995,881","N","17.7","18.4","*0.6","59,785","13.4",1.19462927047591,1.33733333333333
"432","US Virgin Island",2020-06-08,71,28,43,39.44,60.56,NA,NA,"6",NA,NA,NA,NA,NA,NA,"https://doh.vi.gov/covid19usvi",NA,NA,NA,NA,NA,NA,NA,NA,0.651162790697674,NA
"433","Utah",2020-06-08,12066,6325,5728,52.42,47.47,412.65,378.69,"121",64,57,52.9,47.1,4.18,3.77,"https://coronavirus.utah.gov/case-counts/","3,153,550","3,205,958","N","9.4","9.7","0.2","77,067","7.8",1.1042248603352,1.12280701754386
"434","Vermont",2020-06-08,1063,495,559,46.57,52.59,160.73,176.34,"55",31,24,56.36,43.64,10.07,7.57,"https://vcgi.maps.arcgis.com/apps/opsdashboard/index.html#/6128a0bc9ae14e98a686b635001ef7a7","624,358","623,989","Y","4.0","4.5","0.5","70,066","9.2",0.885509838998211,1.29166666666667
"435","Virginia",2020-06-08,50681,24869,25252,49.07,49.83,600.91,590.66,"1472",745,710,50.61,48.23,18,16.61,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","8,501,286","8,535,519","~Y","8.8","7.9","*-0.9","77,151","10.1",0.984832884523998,1.04929577464789
"436","Virginia",2020-06-08,50681,24869,25252,49.07,49.83,600.91,590.66,"1472",745,710,50.61,48.23,18,16.61,"https://public.tableau.com/views/VirginiaCOVID-19Dashboard/VirginiaCOVID-19Dashboard?:embed=yes&:display_count=yes&:showVizHome=no&:toolbar=no","1,804,291","1,792,147","~Y","8.8","7.9","*-0.9","77,151","10.1",0.984832884523998,1.04929577464789
"437","Washington",2020-06-08,23729,11043,12199,46.54,51.41,302.92,334.34,"1159",628,520,54.18,44.87,17.22,14.25,"https://www.doh.wa.gov/Emergencies/Coronavirus","7,523,869","7,614,893","Y","6.4","6.6","0.2","79,726","9.7",0.905238134273301,1.20769230769231
"438","West Virginia",2020-06-08,2144,1005,1122,46.88,52.33,111.15,121.32,"84",NA,NA,NA,NA,0,0,"https://dhhr.wv.gov/COVID-19/Pages/default.aspx",NA,NA,NA,NA,NA,NA,NA,NA,0.89572192513369,NA
"439","Wisconsin",2020-06-08,23176,11274,11834,48.65,51.06,392.5,407.22,"653",362,291,55.44,44.56,12.6,10.01,"https://www.dhs.wisconsin.gov/covid-19/data.htm","5,807,406","5,822,434","N","5.5","5.7","0.3","62,629","8.9",0.952678722325503,1.24398625429553
